"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"31","1552793_at","C8orf31","286122","chromosome 8 open reading frame 31",0.0330203078754439,6.36257627014907,0.473883803871503,0.648257037639581,0.799855307694239,-7.01314445954903
"32","1552794_a_at","ZNF547","284306","zinc finger protein 547",0.178196107427707,5.770086412842,1.12010773505468,0.295193254513458,0.50558736019215,-6.48572162200541
"33","1552803_a_at","STMN1","3925","stathmin 1",0.405748721442903,5.98166313928679,3.50219404259055,0.00806429872793299,0.0528660465895756,-2.9977578058982
"34","1552811_at","WFIKKN1","117166","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",-0.0559645692285846,7.37533874979171,-0.675668681968601,0.518317634673728,0.699597042893841,-6.88878581810573
"35","1552848_a_at","PTCHD1","139411","patched domain containing 1",0.252342747926551,6.96993153762237,4.36875124054728,0.00238947367409044,0.0236323631610043,-1.71641088682212
"36","1553111_a_at","KBTBD6","89890","kelch repeat and BTB domain containing 6",0.0479435990697148,8.68588188146637,0.786994897585341,0.453985097567483,0.646681963324029,-6.80352454751625
"37","1553112_s_at","CDK8","1024","cyclin dependent kinase 8",0.113924274174551,8.01895986155887,1.93422301485352,0.0891697020435991,0.236348910724075,-5.42357416149587
"38","1553122_s_at","RBAK","57786","RB associated KRAB zinc finger",-0.256572125076262,5.48090442874762,-3.59285159227357,0.0070654656469452,0.0483703817216257,-2.85943077419459
"39","1553133_at","C9orf72","203228","C9orf72-SMCR8 complex subunit",0.0413682876471606,7.51351595768554,0.430460886638561,0.678232009862109,0.817248508777945,-7.03454651243639
"40","1553158_at","CEP19","84984","centrosomal protein 19",0.115068885983902,7.38004405164837,1.26477688760898,0.241579782157606,0.445228105112342,-6.32221743763551
"41","1553172_at","ZNF777","27153","zinc finger protein 777",0.2131238771961,8.41548578029049,2.7927078058699,0.0234802335455796,0.104531595766905,-4.10216262387232
"42","1553180_at","ADAMTS19","171019","ADAM metallopeptidase with thrombospondin type 1 motif 19",-0.408030792887795,4.86735687919401,-4.70372419756892,0.00153770696012611,0.0182929101577267,-1.24856640250973
"43","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",-0.32831811450593,5.35062109554451,-3.81503555990127,0.00513416939745492,0.0391781398498678,-2.52427776182417
"44","1553221_at","ZNF583","147949","zinc finger protein 583",0.310207442972175,6.80927219517684,2.34776851259406,0.0468710258956529,0.160937681836401,-4.79773372064366
"45","1553288_a_at","NYAP1","222950","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1",0.273200865028095,7.40467191280913,2.04105432408375,0.0755809978991669,0.213335508339898,-5.26518891293303
"46","1553321_a_at","SULT1C4","27233","sulfotransferase family 1C member 4",0.0151824844798982,6.21806777591702,0.0741627305665797,0.94270333782815,0.973387028864931,-7.13387627008989
"47","1553479_at","TMEM145","284339","transmembrane protein 145",-0.147869549745374,6.64698142212101,-0.886259313819355,0.401355000803515,0.600900749199444,-6.71821115212591
"48","1553530_a_at","ITGB1","3688","integrin subunit beta 1",-0.162043875484608,10.305797152974,-2.60809472922816,0.0312454988107082,0.124096296063946,-4.39195536714424
"49","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",-0.530837320378813,9.90966430106872,-6.24333336457529,0.000248393791796328,0.00623332480507799,0.69242311148288
"50","1553593_a_at","TAL2","6887","TAL bHLH transcription factor 2",-0.251222754702295,5.58585226160418,-1.93674454958234,0.0888233811454606,0.235678660966703,-5.41986936059228
"51","1553605_a_at","ABCA13","154664","ATP binding cassette subfamily A member 13",-0.132012631359942,3.59863822482834,-0.642687989741702,0.538420982007326,0.71430705766569,-6.91183250687267
"52","1553611_s_at","KLHL35","283212","kelch like family member 35",-0.341512669960883,7.68305496579256,-3.90867497808702,0.00449711261047449,0.035665779885587,-2.38480359358469
"53","1553613_s_at","FOXC1","2296","forkhead box C1",-0.363711663636146,5.71164198644004,-3.06107962496674,0.0155733759647704,0.0795867359334366,-3.68117214069015
"54","1553614_a_at","LINC01198","101929344","long intergenic non-protein coding RNA 1198",-0.326774851870177,7.2869449960322,-3.53192957983049,0.00772108710492877,0.0511762987611836,-2.95229269852612
"55","1553622_a_at","FSIP1","161835","fibrous sheath interacting protein 1",-0.12323573017813,5.82245540209645,-1.49664851176389,0.172887560248952,0.360349113180047,-6.03390376312479
"56","1553635_s_at","TCTEX1D1","200132","Tctex1 domain containing 1",0.048521262465405,4.74502364711213,0.398583687598099,0.700635746929842,0.829384348161024,-7.04900805981542
"57","1553645_at","CCDC141","285025","coiled-coil domain containing 141",0.0966050539928291,4.62615517256233,0.898460692321317,0.395198372644231,0.597715319825338,-6.70714670939115
"58","1553654_at","SYT14","255928","synaptotagmin 14",0.250070932493226,5.59810786540237,0.951295027332581,0.369330051617755,0.576570962661701,-6.65782674223921
"59","1553710_at","FAM218A","152756","family with sequence similarity 218 member A",0.0976107958183361,5.97264075788468,1.63525290777325,0.140668270180426,0.318714085744415,-5.84860189714728
"60","1553719_s_at","ZNF548","147694","zinc finger protein 548",0.148493442335369,7.72779898295969,2.13543343414729,0.0652684868494992,0.196025077973199,-5.12310176537551
"61","1553734_at","AK7","122481","adenylate kinase 7",-0.0288377671118001,5.99775960704024,-0.222337771846249,0.829626928999516,0.907140305630513,-7.10939874168701
"62","1553743_at","METTL21A","151194","methyltransferase like 21A",0.394125137136201,7.59376905165092,5.98628295605941,0.000329507872156076,0.00718784617929533,0.391601549929099
"63","1553764_a_at","AJUBA","84962","ajuba LIM protein",-0.144247030466522,9.17142472840495,-2.71497830167505,0.0264747518453684,0.11275469680029,-4.22425667776937
"64","1553765_a_at","KLHL32","114792","kelch like family member 32",0.360654551578609,3.69204018247437,2.22298758834624,0.0569448827058304,0.180761477890628,-4.9897756909678
"65","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",-0.0992565118081643,6.38573842513297,-1.11034778954555,0.299132569208371,0.509221963917322,-6.49624312699847
"66","1553808_a_at","NKX2-3","159296","NK2 homeobox 3",0.800453261979571,5.3720965982611,6.47296278561233,0.000194289833330111,0.00529628076714038,0.953733715326113
"67","1553815_a_at","TCEANC","170082","transcription elongation factor A N-terminal and central domain containing",0.216068032609376,5.77217388660135,3.37898041508786,0.0096686643541559,0.0599861537544432,-3.18706803409085
"68","1553822_at","RTP1","132112","receptor transporter protein 1",-0.135196440660862,3.81388489707581,-0.608488084384397,0.559754240286798,0.732486539116878,-6.93463079328655
"69","1553974_at","C22orf39","128977","chromosome 22 open reading frame 39",0.200017117651635,9.72597463881425,2.90436518078677,0.019777484838866,0.0928403241684955,-3.92679750351253
"70","1553976_a_at","DPCD","25911","deleted in primary ciliary dyskinesia homolog (mouse)",-0.0263008112864167,10.3965795174954,-0.359644162258882,0.728429984939524,0.845832155148381,-7.06522045674782
"71","1554012_at","RSPO2","340419","R-spondin 2",-1.13694101846357,5.19845225335391,-8.40599666063786,3.06858580229194e-05,0.0015174457634079,2.90441226118803
"72","1554026_a_at","MYO10","4651","myosin X",-0.135373979023345,5.01106827356671,-0.743845879491788,0.478263494601809,0.664196328956918,-6.83791413728678
"73","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",0.0256038402323258,6.16028569120323,0.201969880343389,0.84498596222123,0.917367472784569,-7.11420306883389
"74","1554140_at","WDR78","79819","WD repeat domain 78",-0.239013856849299,4.90264125609337,-1.17274290102315,0.274662036470026,0.482548001377503,-6.42784082201744
"75","1554176_a_at","C3orf33","285315","chromosome 3 open reading frame 33",-0.0586348696314669,5.03086163742511,-0.348474455081195,0.73648454602935,0.85163412429437,-7.06957367690675
"76","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",0.512367213896287,6.28044479438918,4.54577039193874,0.00188906035332753,0.0203097652384254,-1.46714425891837
"77","1554237_at","SDCCAG8","10806","serologically defined colon cancer antigen 8",0.240294003337313,4.93119832190315,2.92887176868453,0.0190491013690984,0.0909883213122464,-3.88833516066234
"78","1554298_a_at","WDR49","151790","WD repeat domain 49",-0.482401112722814,3.30232859763727,-2.96109267807729,0.0181336052559043,0.0880326322529177,-3.83778959543701
"79","1554299_at","NPAS4","266743","neuronal PAS domain protein 4",-0.25844275156078,5.61173900856,-2.03210456203086,0.0766376831442132,0.215114342670791,-5.27856350715615
"80","1554324_s_at","DYNC2LI1","51626","dynein cytoplasmic 2 light intermediate chain 1",-0.0832921561438242,5.98794323331535,-1.22614041724362,0.255039974736876,0.460752733729514,-6.36722216201165
"81","1554355_a_at","SIAE","54414","sialic acid acetylesterase",0.268865471733015,5.57815798237572,1.78869195761632,0.111494790268723,0.272470795598566,-5.63425147056997
"82","1554424_at","FIP1L1","81608","factor interacting with PAPOLA and CPSF1",0.172969697549309,6.7052818407414,2.344026616568,0.0471455100273137,0.16122166276459,-4.80352192137188
"83","1554455_at","LINS1","55180","lines homolog 1",0.143417047592466,5.82551433927478,2.46619557092107,0.038965840091423,0.142526249036358,-4.61379341884674
"84","1554464_a_at","CRTAP","10491","cartilage associated protein",0.350950196331111,8.4169269189103,3.1602135908276,0.0134056669522896,0.0732101480037868,-3.526361709266
"85","1554474_a_at","MOXD1","26002","monooxygenase DBH like 1",0.565900965702854,8.42813124685186,6.43396039302916,0.00020247912443165,0.00537528791385916,0.909834807009773
"86","1554479_a_at","CARD8","22900","caspase recruitment domain family member 8",0.0981082465192227,9.36412097126447,1.81457905803724,0.107170124682043,0.265765048621546,-5.59725706908727
"87","1554522_at","CNNM2","54805","cyclin and CBS domain divalent metal cation transport mediator 2",-0.19327401528207,4.87893147789462,-0.97636244259055,0.357505321623882,0.565816392303376,-6.63364239489635
"88","1554526_at","OLFM3","118427","olfactomedin 3",-0.865281466115884,4.97099752207222,-5.80983895420703,0.000401967311510521,0.00787500894566958,0.179898506339327
"89","1554547_at","FAM13C","220965","family with sequence similarity 13 member C",0.0412864294775499,8.41178288595779,0.404804256381758,0.696238394417325,0.826996140464743,-7.04626973050012
"90","1554592_a_at","SLC1A6","6511","solute carrier family 1 member 6",-0.0732182197293429,8.74647299435687,-1.13166001993812,0.290584335300846,0.501267916298723,-6.47318159202118
"91","1554679_a_at","LAPTM4B","55353","lysosomal protein transmembrane 4 beta",-0.133061472058918,10.8266711676095,-2.35323043458257,0.0464732421474869,0.160226270261055,-4.78928197804813
"92","1554696_s_at","TYMS","7298","thymidylate synthetase",-0.048359315609245,11.0547715276143,-0.797199917861473,0.448366392869068,0.641775183186818,-6.79514816387769
"93","1554761_a_at","DNAAF5","54919","dynein axonemal assembly factor 5",-0.0888836662867405,7.27810455424654,-1.35944123340401,0.211115402232914,0.409249073352351,-6.20811931645685
"94","1554770_x_at","ZNF785","146540","zinc finger protein 785",-0.0546559886130416,7.13255021332243,-0.930948357420717,0.379139956064221,0.586260557445718,-6.67708830505011
"95","1554801_at","FNDC9","408263","fibronectin type III domain containing 9",0.365817066773528,4.45532916683906,1.92399932640421,0.0905872111569806,0.23922612202922,-5.43857774685429
"96","1554824_at","ZNF585A","199704","zinc finger protein 585A",0.139523113857134,5.56324514972192,1.04707119888799,0.325694287542008,0.53389729813516,-6.56279895926991
"97","1554852_a_at","KIAA1257","57501","KIAA1257",-0.18505412432796,7.06906229449786,-1.96963776059321,0.0844225297105559,0.229556463536412,-5.37138601326567
"98","1554878_a_at","ABCD3","5825","ATP binding cassette subfamily D member 3",0.0143175846612831,6.8548667480831,0.110400583386109,0.914813379528191,0.960141242115395,-7.13014127801841
"99","1554887_at","EMSLR","101927746","E2F1 mRNA stabilizing lncRNA",0.339405162585216,5.15469553427278,1.61349579673443,0.145334223855624,0.324157634661103,-5.87825041295623
"100","1555015_a_at","ZNF398","57541","zinc finger protein 398",-0.0713499301256686,6.35524735945381,-0.726023304437224,0.488535755332725,0.674377216720926,-6.85162706309214
"101","1555136_at","FGD6","55785","FYVE, RhoGEF and PH domain containing 6",-0.385294213942763,5.800858990616,-2.23118686401569,0.0562213746931676,0.179367877262706,-4.97722456816163
"102","1555166_a_at","ZNF396","252884","zinc finger protein 396",0.172169732088016,4.71912334094814,2.78496511512084,0.0237621986062409,0.105507508600246,-4.11432616193957
"103","1555167_s_at","NAMPT","10135","nicotinamide phosphoribosyltransferase",-0.0650949063134947,7.54283335782792,-0.643229632118706,0.538087071278019,0.71430705766569,-6.9114623791476
"104","1555253_at","COL25A1","84570","collagen type XXV alpha 1 chain",-0.439303156420305,3.80136575885414,-2.3733341927278,0.0450380522878079,0.157758288708127,-4.7581447217483
"105","1555299_s_at","ERVW-1","30816","endogenous retrovirus group W member 1, envelope",-0.187672253712789,4.67720214270401,-0.825621714350468,0.432968233551402,0.628199053743716,-6.77133700207252
"106","1555363_s_at","LINC00663","284440","long intergenic non-protein coding RNA 663",0.0926255609215652,5.71555565011481,0.510686349312418,0.623372901810511,0.779254750119509,-6.99348739059101
"107","1555370_a_at","CAMTA1","23261","calmodulin binding transcription activator 1",0.219730270158246,9.36713746793929,3.88402921849761,0.00465612144269999,0.0365248469004335,-2.42140610871752
"108","1555385_at","B4GALNT1","2583","beta-1,4-N-acetyl-galactosaminyltransferase 1",0.107578171489362,5.58409286037788,0.659548548998401,0.528085375758697,0.705980025265537,-6.90017956624378
"109","1555450_a_at","NAA16","79612","N(alpha)-acetyltransferase 16, NatA auxiliary subunit",-0.0548191627850034,5.82540667035752,-0.705573350470525,0.500496291641024,0.684675899958206,-6.86700214227418
"110","1555517_at","GABRG3","2567","gamma-aminobutyric acid type A receptor gamma3 subunit",0.0159662263406077,3.88044170871529,0.111012425259301,0.914343443833478,0.960141242115395,-7.1300656578104
"111","1555579_s_at","PTPRM","5797","protein tyrosine phosphatase receptor type M",-0.00398454445914531,8.58547313187384,-0.0660608996894465,0.948951790726447,0.976303973459434,-7.13451101598357
"112","1555595_at","SCRN3","79634","secernin 3",0.141276012799818,4.85667406593117,1.06213788027262,0.319207917809388,0.529111122314191,-6.54721612738317
"113","1555705_a_at","CMTM3","123920","CKLF like MARVEL transmembrane domain containing 3",-0.0113800522146743,9.08668818684698,-0.170554485242126,0.868812279331345,0.933394917347668,-7.12071719665161
"114","1555736_a_at","AGTRAP","57085","angiotensin II receptor associated protein",-0.0416606266656583,8.52758664327329,-0.419558558973081,0.685857515513693,0.822311696755662,-7.03961228236027
"115","1555797_a_at","ARPC5","10092","actin related protein 2/3 complex subunit 5",-0.00304680691598946,8.85230124378335,-0.0475721338574914,0.963224411702411,0.982157243464066,-7.13568509272549
"116","1555801_s_at","ZNF385B","151126","zinc finger protein 385B",-0.598288678071564,6.82593112863911,-7.03612095196467,0.000109120360113245,0.00359740585889678,1.56625814380539
"117","1555824_a_at","PACS2","23241","phosphofurin acidic cluster sorting protein 2",0.245359598666958,8.56955795967876,2.23479187682471,0.0559061589813682,0.179041692636204,-4.97170286556165
"118","1555833_a_at","IRGQ","126298","immunity related GTPase Q",0.0233231214813685,10.0027779702288,0.418054573587926,0.686912499215606,0.822719528148134,-7.04030135649191
"119","1555842_at","CYTH2","9266","cytohesin 2",-0.134247509221135,9.24006547549308,-1.99781742144585,0.0808202685754216,0.223311073671648,-5.32962977719754
"120","1555867_at","GNG4","2786","G protein subunit gamma 4",0.0946214497966,9.40305072747275,1.20727937225779,0.261834214879123,0.468133868340462,-6.3888469094852
"121","1555878_at","RPS24","6229","ribosomal protein S24",-0.102288443248347,6.89952242271999,-1.32195622430901,0.222760914048428,0.424002283192556,-6.25393068125244
"122","1555882_at","SPIN3","169981","spindlin family member 3",0.115509326978133,8.10497227230242,1.44597305101449,0.186229309548892,0.377270723276708,-6.09939165573934
"123","1555900_at","DCTN5","84516","dynactin subunit 5",0.127296669897445,8.57255682022099,1.27600603710176,0.237781475393027,0.44159416858705,-6.30896297925786
"124","1555907_at","AGAP2-AS1","100130776","AGAP2 antisense RNA 1",0.180595860600816,6.27656322077595,1.46245992753952,0.181791773155001,0.371689381351369,-6.07822733736448
"125","1555935_s_at","HUNK","30811","hormonally up-regulated Neu-associated kinase",0.00236976914522735,8.93128710601716,0.0283983270612263,0.978040707753625,0.990035573982715,-7.13649929870636
"126","1555938_x_at","VIM","7431","vimentin",-0.00363252835585559,5.70818402123254,-0.0230622068029346,0.982165998300233,0.99180085994522,-7.13665280578005
"127","1555976_s_at","MYL12A","10627","myosin light chain 12A",0.0311236441708731,5.8197065396355,0.229691656718639,0.824100220703327,0.90305485840269,-7.10755217935647
"128","1555989_at","DAAM1","23002","dishevelled associated activator of morphogenesis 1",0.06412515370371,9.54869487142717,0.969908033061384,0.360522459130042,0.568095996204915,-6.63991688163496
"129","1555991_s_at","C22orf42","150297","chromosome 22 open reading frame 42",0.334950254531987,6.07745887846611,2.54763539092847,0.0343245098157752,0.132131640298809,-4.48662096758719
"130","1556021_at","GPR180","160897","G protein-coupled receptor 180",-0.110467077497204,5.70121500053328,-1.34964778043156,0.2141061890564,0.41266779426843,-6.22016578670529
"131","1556039_s_at","GPR173","54328","G protein-coupled receptor 173",0.13365147931823,7.65246449662162,1.59149450936229,0.150196039698944,0.33018279710418,-5.90802718836562
"132","1556047_s_at","MAGEE1","57692","MAGE family member E1",0.0309592550946185,9.39343962088274,0.486283588474613,0.639818053259713,0.792739440098746,-7.00667600185197
"133","1556057_s_at","NEUROD1","4760","neuronal differentiation 1",-1.06403038548283,7.93344317226285,-16.9276429902479,1.51903531625533e-07,0.000154723468213038,8.17909245400476
"134","1556096_s_at","UNC13C","440279","unc-13 homolog C",0.509003928454321,5.96516151850525,4.15854861567718,0.00317761661212509,0.0282987408207704,-2.01819740875745
"135","1556097_at","HOMER2","9455","homer scaffold protein 2",-0.25125977554046,6.4157783880108,-3.45042497723338,0.00870103976626378,0.0559083370459038,-3.07712217556607
"136","1556158_at","SAXO2","283726","stabilizer of axonemal microtubules 2",-0.384987054458208,4.2963325640256,-2.45990941373402,0.0393495021114452,0.143409601625816,-4.62358948257405
"137","1556180_at","LINC00847","729678","long intergenic non-protein coding RNA 847",0.388035076986852,7.36377772793304,4.59345414245879,0.00177459001060476,0.0195437380207214,-1.40077504108915
"138","1556194_a_at","HSPA4L","22824","heat shock protein family A (Hsp70) member 4 like",-0.0660514440902045,6.97511365874728,-0.693137816367473,0.507859620399421,0.691215306339633,-6.8761621859719
"139","1556329_a_at","PCDH10","57575","protocadherin 10",-0.440679712941944,4.77027283514594,-3.02437584382182,0.0164663571054395,0.0829733319079288,-3.73861692549172
"140","1556429_a_at","TBC1D31","93594","TBC1 domain family member 31",-0.19772458348983,7.38477772192775,-1.80095216869833,0.109426492607337,0.269762380916214,-5.61675847110427
"141","1556627_at","DRP2","1821","dystrophin related protein 2",0.395395452221781,5.88010480891342,2.42604072869642,0.0414832296466126,0.149366829482979,-4.67631157900053
"142","1556638_at","PAX7","5081","paired box 7",0.0407564727192558,5.89460722164195,0.457096915599626,0.659768326728571,0.805975161060527,-7.0216496274624
"143","1556643_at","BISPR","105221694","BST2 interferon stimulated positive regulator",-0.0483515643048031,5.42655658687325,-0.340951931568467,0.741928774408347,0.854989430686704,-7.07243039174957
"144","1556736_at","SCOC-AS1","100129858","SCOC antisense RNA 1",-0.051230799323835,5.52321545092399,-0.920596137930193,0.384204229184092,0.589893175265865,-6.68676009548219
"145","1556770_a_at","FBXL13","222235","F-box and leucine rich repeat protein 13",-0.0580758494496187,4.62717298639051,-0.32873958161646,0.75080003540326,0.859063665782585,-7.07693907426513
"146","1556798_a_at","RNF144A-AS1","386597","RNF144A antisense RNA 1",-0.346262702581935,5.33612848849726,-2.86084851501069,0.0211429391360244,0.0968598491413974,-3.9951257672838
"147","1556832_at","LOC101927314","101927314","uncharacterized LOC101927314",1.24904296359426,4.02765436629684,8.31686302463876,3.31527864346665e-05,0.00157757221487224,2.8233106153849
"148","1556834_at","DSG2-AS1","100652770","DSG2 antisense RNA 1",-0.0765262863659828,5.0871601602942,-0.530178911006732,0.610395754230339,0.768918368608732,-6.98251857146393
"149","1556911_at","ALMS1-IT1","100874291","ALMS1 intronic transcript 1",-0.0721869159220727,5.84529911173824,-0.431670373973937,0.677388453135125,0.816622217402861,-7.03397687766543
"150","1556927_at","KCNK10","54207","potassium two pore domain channel subfamily K member 10",-0.117765998670729,6.17495353624461,-0.416743443853145,0.687832798776465,0.822724362586789,-7.04090013873791
"151","1557014_a_at","FAM201A","158228","family with sequence similarity 201 member A",-0.201827611830819,4.65934401820485,-0.913286399016505,0.387809844927544,0.592390649538206,-6.69353679105101
"152","1557029_at","HMMR-AS1","101927813","HMMR antisense RNA 1",-0.18901682688062,5.77088420065427,-1.15681532448198,0.280748770437451,0.489584989843352,-6.44555581265843
"153","1557049_at","BTBD19","149478","BTB domain containing 19",-0.228956732673005,5.64225565964044,-2.99264326599774,0.0172814403528145,0.0857105065286099,-3.78832735499348
"154","1557059_at","NIFK-AS1","254128","NIFK antisense RNA 1",0.0430124492905559,7.12485114990831,0.319064220305558,0.757856577922038,0.864456937819711,-7.08039747986761
"155","1557066_at","LUC7L","55692","LUC7 like",0.416345983719367,5.76028407038791,2.53120389618511,0.0352135017473849,0.134151739285354,-4.51231501131705
"156","1557081_at","RBM25","58517","RNA binding motif protein 25",-0.309377186933904,7.88865838527049,-4.46513337802343,0.00210129037637687,0.0215387794288723,-1.58013142258292
"157","1557132_at","WDR17","116966","WD repeat domain 17",-0.0994129793987879,5.608768903169,-1.32134720549444,0.222954577982059,0.424210822837233,-6.2546682734784
"158","1557133_at","LINC00632","286411","long intergenic non-protein coding RNA 632",0.139229264722332,5.65793650469664,0.430612610758715,0.67812616338174,0.817248508777945,-7.03447513827921
"159","1557137_at","TMEM17","200728","transmembrane protein 17",0.00903308771717981,9.01902718376409,0.146719634316085,0.886986419419372,0.943674224752438,-7.12493154827793
"160","1557170_at","NEK8","284086","NIMA related kinase 8",-0.016601125442282,7.16994740300415,-0.163301271839069,0.874334639385138,0.937041699419286,-7.12206626178206
"161","1557176_a_at","ARMH4","145407","armadillo like helical domain containing 4",-0.136936614868863,7.2815660842258,-1.5076193140545,0.170113855142423,0.356039122547047,-6.01955901072532
"162","1557179_s_at","CARS2","79587","cysteinyl-tRNA synthetase 2, mitochondrial",0.145414457300753,5.34300320607264,1.40660653816235,0.197213281366645,0.390872432116314,-6.14935581365309
"163","1557181_s_at","C11orf87","399947","chromosome 11 open reading frame 87",0.863671503840386,4.48431206480326,3.20442989659182,0.0125431406283544,0.0701414648884918,-3.4575013897906
"164","1557192_at","COX10-AS1","100874058","COX10 antisense RNA 1",0.167118742243958,6.65458301823405,2.21090962783664,0.0580274857170806,0.182155981764871,-5.00824485309493
"165","1557215_at","LINC00648","100506433","long intergenic non-protein coding RNA 648",0.253538719329052,7.8517859003201,3.46694254219966,0.00849227648887075,0.0550205389117103,-3.0517715218229
