"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"43","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",0.00201325460686697,5.35062109554451,0.023393890184496,0.981909559846373,0.993949137333442,-6.65716166107986
"44","1553221_at","ZNF583","147949","zinc finger protein 583",0.20734296055094,6.80927219517684,1.56925078723271,0.155261527636522,0.429934606743861,-5.47219782619167
"45","1553288_a_at","NYAP1","222950","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1",0.171681756706787,7.40467191280913,1.28261596776661,0.235569289878921,0.518643168114044,-5.83084606368597
"46","1553321_a_at","SULT1C4","27233","sulfotransferase family 1C member 4",0.280378065606565,6.21806777591702,1.36957840884932,0.208057736121023,0.487209273595203,-5.72660182353199
"47","1553479_at","TMEM145","284339","transmembrane protein 145",-0.199488310896791,6.64698142212101,-1.19563746447333,0.266102110273688,0.548516160286261,-5.93059667785403
"48","1553530_a_at","ITGB1","3688","integrin subunit beta 1",-0.251627671020696,10.305797152974,-4.04994511859456,0.00369123427033702,0.0749884080297652,-1.78697389237905
"49","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.0436787544063719,9.90966430106872,0.513718637027608,0.621344776694823,0.8131974711076,-6.51380051069553
"50","1553593_a_at","TAL2","6887","TAL bHLH transcription factor 2",-0.182471270545842,5.58585226160418,-1.40672065754479,0.197180636182489,0.480937683222666,-5.68079619441754
"51","1553605_a_at","ABCA13","154664","ATP binding cassette subfamily A member 13",0.313761412700337,3.59863822482834,1.52751058371893,0.165186284527503,0.441809918631135,-5.52696342433407
"52","1553611_s_at","KLHL35","283212","kelch like family member 35",0.0491123750908962,7.68305496579256,0.562100116678534,0.589458780378168,0.792016539218827,-6.48601768840571
"53","1553613_s_at","FOXC1","2296","forkhead box C1",-0.687137528632496,5.71164198644004,-5.78310485679429,0.000414401966000065,0.0248521735866442,0.447690026062816
"54","1553614_a_at","LINC01198","101929344","long intergenic non-protein coding RNA 1198",0.513527301750164,7.2869449960322,5.55043405795044,0.000542365773063982,0.0277575672214527,0.174553423675636
"55","1553622_a_at","FSIP1","161835","fibrous sheath interacting protein 1",0.141000820870804,5.82245540209645,1.712398412447,0.125213135141162,0.396473858188617,-5.27882983292107
"56","1553635_s_at","TCTEX1D1","200132","Tctex1 domain containing 1",0.17902948740992,4.74502364711213,1.4706590400759,0.179620004840969,0.457203530122099,-5.60026080078676
"57","1553645_at","CCDC141","285025","coiled-coil domain containing 141",-0.168596495330621,4.62615517256233,-1.56800620316346,0.155549480935685,0.430148893552409,-5.47384199946208
"58","1553654_at","SYT14","255928","synaptotagmin 14",0.159481792638352,5.59810786540237,0.606684810482961,0.560892607201133,0.773835424158238,-6.45837943278053
"59","1553710_at","FAM218A","152756","family with sequence similarity 218 member A",0.136872915770279,5.97264075788468,2.29300285518939,0.0510527908018674,0.257253023780838,-4.43207135890636
"60","1553719_s_at","ZNF548","147694","zinc finger protein 548",0.123850046980011,7.72779898295969,1.78104518948736,0.112803382878933,0.377307866870915,-5.18336592297504
"61","1553734_at","AK7","122481","adenylate kinase 7",0.090686756191225,5.99775960704024,0.699190448045144,0.504267255391841,0.737253343825056,-6.39497657547583
"62","1553743_at","METTL21A","151194","methyltransferase like 21A",0.332933258964001,7.59376905165092,5.05685252182421,0.000983494969580872,0.0381953519540602,-0.432169436314297
"63","1553764_a_at","AJUBA","84962","ajuba LIM protein",-0.0747724414866351,9.17142472840495,-1.40734651897459,0.197001685217737,0.480937683222666,-5.68001805483328
"64","1553765_a_at","KLHL32","114792","kelch like family member 32",-0.110194931455099,3.69204018247437,-0.679214954729215,0.516183895243383,0.747182627146657,-6.40934691589614
"65","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",0.127047632452037,6.38573842513297,1.4212373101803,0.193066358340008,0.474823036894334,-5.66269475807204
"66","1553808_a_at","NKX2-3","159296","NK2 homeobox 3",-0.0197274280499053,5.3720965982611,-0.159528249415943,0.877210217482872,0.946963542895562,-6.64340215472306
"67","1553815_a_at","TCEANC","170082","transcription elongation factor A N-terminal and central domain containing",-0.0514809659276745,5.77217388660135,-0.805085201723957,0.444057378031253,0.695814046222317,-6.31275984601528
"68","1553822_at","RTP1","132112","receptor transporter protein 1",-0.107089939080129,3.81388489707581,-0.481987185233443,0.642735852693273,0.826417886526003,-6.53075221288036
"69","1553974_at","C22orf39","128977","chromosome 22 open reading frame 39",0.20290148483708,9.72597463881425,2.94624787423003,0.0185495731499361,0.1613173223591,-3.42969570431465
"70","1553976_a_at","DPCD","25911","deleted in primary ciliary dyskinesia homolog (mouse)",0.0604252930984011,10.3965795174954,0.826271238516713,0.432620657163685,0.685129857059223,-6.29512504787992
"71","1554012_at","RSPO2","340419","R-spondin 2",-0.758999076255336,5.19845225335391,-5.6116751852717,0.000504927677612931,0.027385539848168,0.247233412558368
"72","1554026_a_at","MYO10","4651","myosin X",-0.358347360465263,5.01106827356671,-1.96902838663608,0.0845021150120866,0.324705663872548,-4.91443201338961
"73","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",0.00642385165350845,6.16028569120323,0.0506730450600429,0.960829492097787,0.983343991693955,-6.6560436274328
"74","1554140_at","WDR78","79819","WD repeat domain 78",-0.0213614050650373,4.90264125609337,-0.104811647643081,0.919107684224867,0.96865423301927,-6.6513887709767
"75","1554176_a_at","C3orf33","285315","chromosome 3 open reading frame 33",0.43812846778898,5.03086163742511,2.60385296373863,0.0314520325198748,0.203861938088264,-3.956792078439
"76","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",-0.428230783518256,6.28044479438918,-3.79930402226723,0.0052503682004874,0.088676589596849,-2.14770044590597
"77","1554237_at","SDCCAG8","10806","serologically defined colon cancer antigen 8",0.173387607641413,4.93119832190315,2.11336971379937,0.0675483971721096,0.295342907110732,-4.70189366280954
"78","1554298_a_at","WDR49","151790","WD repeat domain 49",0.0816514951146239,3.30232859763727,0.501196282432501,0.629742339526403,0.818454099606075,-6.52061136929269
"79","1554299_at","NPAS4","266743","neuronal PAS domain protein 4",0.15609966643259,5.61173900856,1.22739307786143,0.254593964078228,0.537985737247834,-5.89472502879942
"80","1554324_s_at","DYNC2LI1","51626","dynein cytoplasmic 2 light intermediate chain 1",0.147617706447027,5.98794323331535,2.1730742071674,0.0615523566333093,0.283377779680885,-4.61277577279013
"81","1554355_a_at","SIAE","54414","sialic acid acetylesterase",0.0933862154427167,5.57815798237572,0.62127416896612,0.551721287995119,0.768028680180665,-6.44891798093748
"82","1554424_at","FIP1L1","81608","factor interacting with PAPOLA and CPSF1",0.169449875164814,6.7052818407414,2.29632717862167,0.0507886499328694,0.256434384646039,-4.42703458613857
"83","1554455_at","LINS1","55180","lines homolog 1",0.0385457888908558,5.82551433927478,0.662832316213994,0.526086552142227,0.752910592266803,-6.42085591476458
"84","1554464_a_at","CRTAP","10491","cartilage associated protein",0.118919505002976,8.4169269189103,1.07083865418422,0.315508422508708,0.595421546847678,-6.06507754645371
"85","1554474_a_at","MOXD1","26002","monooxygenase DBH like 1",-0.196768283878426,8.42813124685186,-2.23713939683021,0.0557018394499022,0.271459012739427,-4.51649943364766
"86","1554479_a_at","CARD8","22900","caspase recruitment domain family member 8",0.140297371971277,9.36412097126447,2.59489576166117,0.0318927520385947,0.204926167239072,-3.9705700673767
"87","1554522_at","CNNM2","54805","cyclin and CBS domain divalent metal cation transport mediator 2",-0.0010512890535086,4.87893147789462,-0.00531079745331695,0.995892773112187,0.997276781333705,-6.65744893435133
"88","1554526_at","OLFM3","118427","olfactomedin 3",-0.380120196590783,4.97099752207222,-2.55227600719024,0.0340775944498082,0.209296601151414,-4.03608652784153
"89","1554547_at","FAM13C","220965","family with sequence similarity 13 member C",0.0661795662316482,8.41178288595779,0.648875924488384,0.534613672925073,0.759951270012602,-6.43046210962694
"90","1554592_a_at","SLC1A6","6511","solute carrier family 1 member 6",0.219369210439496,8.74647299435687,3.3905681670143,0.00950428954630699,0.116483859294393,-2.75318433753911
"91","1554679_a_at","LAPTM4B","55353","lysosomal protein transmembrane 4 beta",-0.0283046686808568,10.8266711676095,-0.500576213008342,0.6301596685108,0.818785514675032,-6.52094452894395
"92","1554696_s_at","TYMS","7298","thymidylate synthetase",0.0117778270678581,11.0547715276143,0.194156651160054,0.850896947299792,0.932598698231189,-6.63665074033857
"93","1554761_a_at","DNAAF5","54919","dynein axonemal assembly factor 5",0.226132057585586,7.27810455424654,3.45860219452036,0.00859701722897574,0.109780645323933,-2.65107936209338
"94","1554770_x_at","ZNF785","146540","zinc finger protein 785",0.206937179409787,7.13255021332243,3.52473410781649,0.00780269042213987,0.105800097764406,-2.55230131907787
"95","1554801_at","FNDC9","408263","fibronectin type III domain containing 9",0.0674576520047947,4.45532916683906,0.3547906557853,0.731925547992807,0.873699765120388,-6.58834875148868
"96","1554824_at","ZNF585A","199704","zinc finger protein 585A",0.168407486587077,5.56324514972192,1.26383811260838,0.241899627521062,0.524341092056828,-5.85277629363758
"97","1554852_a_at","KIAA1257","57501","KIAA1257",0.105888800090325,7.06906229449786,1.12703556237519,0.292422330571853,0.575040247721025,-6.00583953305391
"98","1554878_a_at","ABCD3","5825","ATP binding cassette subfamily D member 3",0.0256336467288056,6.8548667480831,0.197656910723652,0.848247611244176,0.931742367403228,-6.63589538540784
"99","1554887_at","EMSLR","101927746","E2F1 mRNA stabilizing lncRNA",0.239341433082359,5.15469553427278,1.13780354229533,0.28815697324578,0.571779611743398,-5.99423816478503
"100","1555015_a_at","ZNF398","57541","zinc finger protein 398",-0.163636285070301,6.35524735945381,-1.66508581302494,0.134493896105051,0.407264456730492,-5.34363785569934
"101","1555136_at","FGD6","55785","FYVE, RhoGEF and PH domain containing 6",-0.150377296713608,5.800858990616,-0.870814657817404,0.409246481327721,0.666526691496309,-6.25680206821597
"102","1555166_a_at","ZNF396","252884","zinc finger protein 396",0.282090786242131,4.71912334094814,4.56301458713849,0.00184676405187577,0.0530222770959347,-1.07711329569256
"103","1555167_s_at","NAMPT","10135","nicotinamide phosphoribosyltransferase",-0.0138737950969299,7.54283335782792,-0.137092694677379,0.894347880336279,0.955448429345399,-6.64707501554548
"104","1555253_at","COL25A1","84570","collagen type XXV alpha 1 chain",-0.258581463080389,3.80136575885414,-1.39698570102489,0.199982474592866,0.483099426171656,-5.69287315092954
"105","1555299_s_at","ERVW-1","30816","endogenous retrovirus group W member 1, envelope",-0.0160528189780544,4.67720214270401,-0.0706207532686324,0.945434558852017,0.979012916208083,-6.65470515737974
"106","1555363_s_at","LINC00663","284440","long intergenic non-protein coding RNA 663",0.28629688337961,5.71555565011481,1.57848339851312,0.153140474218919,0.426762735889629,-5.45997990084054
"107","1555370_a_at","CAMTA1","23261","calmodulin binding transcription activator 1",0.00749608290690951,9.36713746793929,0.132503387056089,0.897861087218835,0.956557350558168,-6.64775820932211
"108","1555385_at","B4GALNT1","2583","beta-1,4-N-acetyl-galactosaminyltransferase 1",-0.278626610976151,5.58409286037788,-1.70822551115618,0.12600714207546,0.396799990829666,-5.28457928688904
"109","1555450_a_at","NAA16","79612","N(alpha)-acetyltransferase 16, NatA auxiliary subunit",-0.799154259571194,5.82540667035752,-10.2858547964306,6.91915963101374e-06,0.00525262296459777,4.41233610060278
"110","1555517_at","GABRG3","2567","gamma-aminobutyric acid type A receptor gamma3 subunit",-0.0354107130919195,3.88044170871529,-0.246209032531203,0.811725289153004,0.911447453954277,-6.62404309523689
"111","1555579_s_at","PTPRM","5797","protein tyrosine phosphatase receptor type M",-0.160559072565086,8.58547313187384,-2.66195468408146,0.0287403641620011,0.198559996692797,-3.8673643626362
"112","1555595_at","SCRN3","79634","secernin 3",-0.00779700415262319,4.85667406593117,-0.0586192468135306,0.954694413585106,0.981144476092481,-6.65556315444639
"113","1555705_a_at","CMTM3","123920","CKLF like MARVEL transmembrane domain containing 3",-0.103202956507092,9.08668818684698,-1.54671760643028,0.16055035785538,0.437029684307899,-5.50185973027743
"114","1555736_a_at","AGTRAP","57085","angiotensin II receptor associated protein",0.0986783001189675,8.52758664327329,0.993775867369639,0.349460327170114,0.625810143480547,-6.14259845160414
"115","1555797_a_at","ARPC5","10092","actin related protein 2/3 complex subunit 5",0.0374504521359071,8.85230124378335,0.584742640790011,0.57485096479419,0.781549397957384,-6.47222302970422
"116","1555801_s_at","ZNF385B","151126","zinc finger protein 385B",0.173205619026923,6.82593112863911,2.03696932551274,0.0760615382040331,0.312102286160509,-4.81495080595801
"117","1555824_a_at","PACS2","23241","phosphofurin acidic cluster sorting protein 2",-0.183175194543235,8.56955795967876,-1.66840196603295,0.133823216326391,0.406384288470992,-5.33912306691197
"118","1555833_a_at","IRGQ","126298","immunity related GTPase Q",-0.0617195193174176,10.0027779702288,-1.10628962555062,0.300782830943638,0.583294348050638,-6.02796605205446
"119","1555842_at","CYTH2","9266","cytohesin 2",-0.0721626615159057,9.24006547549308,-1.07389569602294,0.314216614287215,0.594489348261332,-6.06191254687258
"120","1555867_at","GNG4","2786","G protein subunit gamma 4",0.148467975797365,9.40305072747275,1.89430964127404,0.0948271671199103,0.348307958935903,-5.02252629288657
"121","1555878_at","RPS24","6229","ribosomal protein S24",-0.185797553422165,6.89952242271999,-2.40121194934488,0.0431212240007561,0.235138869037636,-4.26749417708831
"122","1555882_at","SPIN3","169981","spindlin family member 3",0.189700861759918,8.10497227230242,2.37472021554584,0.044940759984708,0.239860776958653,-4.30789647347503
"123","1555900_at","DCTN5","84516","dynactin subunit 5",0.082098735011856,8.57255682022099,0.822947541345291,0.43440128525649,0.686747573191375,-6.2979171390391
"124","1555907_at","AGAP2-AS1","100130776","AGAP2 antisense RNA 1",0.028579783350378,6.27656322077595,0.231438238665257,0.82278912209066,0.917565406107736,-6.62791973628839
"125","1555935_s_at","HUNK","30811","hormonally up-regulated Neu-associated kinase",-0.0212814831488277,8.93128710601716,-0.255028436008438,0.805140472657873,0.908262097661229,-6.62161585541467
"126","1555938_x_at","VIM","7431","vimentin",-0.315285864130431,5.70818402123254,-2.00168782960685,0.0803372704731012,0.316918116290103,-4.86674406539935
"127","1555976_s_at","MYL12A","10627","myosin light chain 12A",-0.147196378873122,5.8197065396355,-1.08630531632901,0.309015407375885,0.589602638437472,-6.04899602968487
"128","1555989_at","DAAM1","23002","dishevelled associated activator of morphogenesis 1",0.0184159559834267,9.54869487142717,0.278545665985624,0.787663945123629,0.90049341323744,-6.61473335376739
"129","1555991_s_at","C22orf42","150297","chromosome 22 open reading frame 42",0.194555096424734,6.07745887846611,1.47978824446548,0.177229006182524,0.454564131841274,-5.58859492644407
"130","1556021_at","GPR180","160897","G protein-coupled receptor 180",-0.0558054662606082,5.70121500053328,-0.681811498783288,0.514625055174245,0.745482130470676,-6.40749985648319
"131","1556039_s_at","GPR173","54328","G protein-coupled receptor 173",0.171324451973957,7.65246449662162,2.04009657077447,0.075693397832497,0.311671427483359,-4.81034672992357
"132","1556047_s_at","MAGEE1","57692","MAGE family member E1",0.0882206867848954,9.39343962088274,1.38570104533655,0.203273742014133,0.485223781990756,-5.70680956890989
"133","1556057_s_at","NEUROD1","4760","neuronal differentiation 1",0.0199991826100518,7.93344317226285,0.318166687661002,0.75851241488668,0.886714095575071,-6.60179535705481
"134","1556096_s_at","UNC13C","440279","unc-13 homolog C",0.326070887825743,5.96516151850525,2.6639905183012,0.0286498087370473,0.198559996692797,-3.86422949023629
"135","1556097_at","HOMER2","9455","homer scaffold protein 2",0.0932581558026913,6.4157783880108,1.28066766524876,0.23621952487573,0.519394630982206,-5.83313128690711
"136","1556158_at","SAXO2","283726","stabilizer of axonemal microtubules 2",0.120935636442726,4.2963325640256,0.772729127113211,0.461918856402655,0.70753680889614,-6.33894013014121
"137","1556180_at","LINC00847","729678","long intergenic non-protein coding RNA 847",0.246515282714154,7.36377772793304,2.91818114835298,0.0193633611090953,0.163873814487041,-3.47283301433045
"138","1556194_a_at","HSPA4L","22824","heat shock protein family A (Hsp70) member 4 like",0.193318813102452,6.97511365874728,2.02866995297771,0.0770470039852618,0.313229977962847,-4.82715921928814
"139","1556329_a_at","PCDH10","57575","protocadherin 10",0.174068599158862,4.77027283514594,1.19462923071596,0.266474406585932,0.548834996659632,-5.93172501016365
"140","1556429_a_at","TBC1D31","93594","TBC1 domain family member 31",0.184326647307143,7.38477772192775,1.6789185712649,0.131716651665068,0.403259311861675,-5.32477724345668
"141","1556627_at","DRP2","1821","dystrophin related protein 2",0.402247522534267,5.88010480891342,2.46808319924223,0.0388513726709959,0.222436235814419,-4.16524644652999
"142","1556638_at","PAX7","5081","paired box 7",-0.459503565149644,5.89460722164195,-5.15347988486992,0.00087299414833321,0.0363915907784522,-0.310429673764235
"143","1556643_at","BISPR","105221694","BST2 interferon stimulated positive regulator",0.0361430996761065,5.42655658687325,0.254863722086774,0.80526330308109,0.908262097661229,-6.62166195741762
"144","1556736_at","SCOC-AS1","100129858","SCOC antisense RNA 1",0.0636974622026152,5.52321545092399,1.14461688034604,0.285484107794646,0.568488685241293,-5.9868567170178
"145","1556770_a_at","FBXL13","222235","F-box and leucine rich repeat protein 13",0.187838648769939,4.62717298639051,1.06326466841608,0.318726910478494,0.59861943194922,-6.07289002238143
"146","1556798_a_at","RNF144A-AS1","386597","RNF144A antisense RNA 1",-0.00189827790126706,5.33612848849726,-0.0156837149205593,0.987871135029119,0.994812385444294,-6.65732840724851
"147","1556832_at","LOC101927314","101927314","uncharacterized LOC101927314",0.278152469706897,4.02765436629684,1.85210281627167,0.101182192106447,0.360302403743109,-5.08291307775435
"148","1556834_at","DSG2-AS1","100652770","DSG2 antisense RNA 1",-0.152989205010888,5.0871601602942,-1.05991880646797,0.320156864682774,0.59861943194922,-6.07632803971334
"149","1556911_at","ALMS1-IT1","100874291","ALMS1 intronic transcript 1",0.104489588123457,5.84529911173824,0.624837049837772,0.549495001018151,0.766896755210518,-6.44657641555336
"150","1556927_at","KCNK10","54207","potassium two pore domain channel subfamily K member 10",0.221032263486713,6.17495353624461,0.782176075674073,0.456654711060222,0.703532792482517,-6.33139111463619
"151","1557014_a_at","FAM201A","158228","family with sequence similarity 201 member A",0.0041607203189864,4.65934401820485,0.0188275986767716,0.985440135993637,0.993949137333442,-6.65726835946716
"152","1557029_at","HMMR-AS1","101927813","HMMR antisense RNA 1",0.180372719056854,5.77088420065427,1.10391190544765,0.301753101429074,0.584501783259697,-6.03048289673437
"153","1557049_at","BTBD19","149478","BTB domain containing 19",0.0188818927256689,5.64225565964044,0.246801080951253,0.811282742649434,0.911383107778117,-6.62388278689876
"154","1557059_at","NIFK-AS1","254128","NIFK antisense RNA 1",0.299102479145702,7.12485114990831,2.21872738879431,0.0573244404267018,0.274207723134138,-4.54423226486225
"155","1557066_at","LUC7L","55692","LUC7 like",-0.0343290958444111,5.76028407038791,-0.208706087128861,0.8398981429757,0.926082774778551,-6.63342335161314
"156","1557081_at","RBM25","58517","RNA binding motif protein 25",0.062080738865002,7.88865838527049,0.8959897204628,0.396439648598755,0.657916785543711,-6.23440999156948
"157","1557132_at","WDR17","116966","WD repeat domain 17",-0.0218697290848411,5.608768903169,-0.290681413895213,0.778694530299621,0.895480929958322,-6.61094905577436
"158","1557133_at","LINC00632","286411","long intergenic non-protein coding RNA 632",0.00714457299337123,5.65793650469664,0.022096958104084,0.98291228534451,0.993949137333442,-6.65719431221266
"159","1557137_at","TMEM17","200728","transmembrane protein 17",0.103759499516105,9.01902718376409,1.68531030611711,0.130451361297056,0.401910313304992,-5.31603762206438
"160","1557170_at","NEK8","284086","NIMA related kinase 8",-0.045478631696688,7.16994740300415,-0.447362344401926,0.666488339199411,0.841389122757417,-6.54808509854476
"161","1557176_a_at","ARMH4","145407","armadillo like helical domain containing 4",0.0934730583973566,7.2815660842258,1.02910232094282,0.333563533193535,0.611149459291025,-6.10760877177249
"162","1557179_s_at","CARS2","79587","cysteinyl-tRNA synthetase 2, mitochondrial",0.185296271047588,5.34300320607264,1.79238674881945,0.110867633111682,0.373807714849815,-5.16743989494825
"163","1557181_s_at","C11orf87","399947","chromosome 11 open reading frame 87",0.281118209920229,4.48431206480326,1.0430164620914,0.327457300694167,0.605348246267804,-6.09357137418408
"164","1557192_at","COX10-AS1","100874058","COX10 antisense RNA 1",0.196482966088035,6.65458301823405,2.59938577562889,0.0316710486964999,0.204282314098651,-3.96366385487965
"165","1557215_at","LINC00648","100506433","long intergenic non-protein coding RNA 648",0.0801563495314639,7.8517859003201,1.09607502535892,0.304968716082445,0.586451469279395,-6.0387502704447
"166","1557280_s_at","ITSN1","6453","intersectin 1",0.056946918885731,4.81066652459079,0.292146632848782,0.777613953892332,0.895449674879016,-6.61048146701845
